CA;ResultatNet;ValeurAjoutee;EBE;ResultatExploitation;ActifsEconomiques;FondsPropresNet;TotalBilan;FondsRoulement;BFR;CapitauxPermanents;ActifsImmobilises;ActifsImmobilisesHP;CashFlowNet;Tresorerie;ChargesFinancieres;DMLT;ChargesPersonnel;AchatsConsommes;AchatsTTC;MoyenneStocks;MoyenneCreances;MoyenneDettesFournisseurs;Defaut
11874;1659;4263;3306;5350;3075;3471;23700;1664;1085;3189;3975;3975;1180;579;1735;2432;2357;1825;2124;1756;1452;2123;0
58846;3143;21788;17391;26489;18475;21013;20953.33333;9325;2517;14107;18756;18756;4379;6808;7275;16367;8715;5928;9287;6297;6144;9924;0
33350;3684;8744;6721;15458;12294;6751;52628.57143;5661;1991;9298;6165;6165;2919;3670;3691;8342;5859;3403;7460;3849;3873;5731;0
32934;6394;12182;8758;11259;6785;10961;79925;4477;4499;10462;9302;9302;1886;-22;4707;12757;4211;5835;5755;5529;3878;4908;1
96576;6398;40144;31653;38741;37128;35021;106633.3333;14266;16149;30397;27505;27505;5075;-1883;11689;31950;14196;12409;17950;11138;15238;10227;0
97485;-7186;27235;18423;49504;28539;20907;95628.57143;16137;20983;18198;16119;16119;7916;-4846;11637;20653;15691;15747;17699;13670;19381;12068;1
75627;-7026;16929;11382;32728;26299;28222;150493.3333;9292;7145;22832;11536;11536;7230;2147;11664;17369;13866;12780;15802;9950;11231;14036;0
55189;11398;20143;13844;19493;16658;14465;189966.6667;8591;10724;15371;13006;13006;3166;-2133;9371;16719;9606;9898;9994;9099;8812;7187;1
34112;8378;15021;11797;13577;7629;12379;59842.85714;4243;6067;9044;8149;8149;2135;-1824;5341;9706;5488;5978;6523;6778;4705;5416;0
94600;-6675;30017;23711;37011;21192;31194;138590.9091;9815;9111;30319;23989;23989;6234;704;16715;28502;12372;13341;21728;10443;16268;17600;0
86295;14490;23279;18009;31946;15153;21138;161000;16244;9136;26958;23001;23001;7475;7108;11779;26010;16560;10613;16515;9323;9062;9249;1
45385;12463;13735;10946;20381;17284;8079;178042.8571;7574;10438;13738;9434;9434;3167;-2864;8562;10597;5845;8514;8404;8681;8031;6274;0
78661;7540;24899;18747;37818;20459;15698;107714.2857;10011;13631;17672;12908;12908;7377;-3620;10799;17454;12590;12642;16693;15586;11581;13536;0
47017;-2749;18934;12964;20924;9528;15288;238720;7112;8191;7076;14819;14819;2708;-1079;7669;10735;7689;8387;7796;6498;8457;6764;1
30087;1934;7267;5083;9670;11369;8045;12893.33333;5310;6941;6504;8018;8018;2363;-1631;5875;8238;6304;3813;6979;5711;5515;4285;1
32272;3736;13392;9121;12402;7535;8867;46700;6424;6879;5428;6171;6171;2666;-455;5268;9759;4843;3634;5066;6404;5751;5276;0
6510;98;2380;1840;2459;2231;1776;1088.888889;1068;992;1947;1289;1289;547;76;853;2252;946;797;1286;926;823;757;1
56565;-2078;17443;11909;22110;21994;18661;52250;10896;10253;16612;16832;16832;3640;643;11177;14821;8457;8035;10601;10543;5877;6167;0
38812;10798;7993;5994;16281;12896;10768;134975;5519;7082;12777;11221;11221;2994;-1563;7274;8919;6338;7205;8996;5893;5705;4516;0
28723;-1320;9803;6899;10417;6150;7136;64644.44444;4940;5539;8916;5497;5497;2291;-599;3250;9057;5999;4551;5379;4041;4593;3095;1
47927;-131;10524;7096;19118;10163;14892;80484.61538;6265;6132;14396;10279;10279;3116;133;7720;12242;8847;9285;10261;6235;6396;6499;0
12194;3657;3684;2622;5734;2228;2190;52242.85714;1560;1973;2038;2024;2024;619;-413;2117;2564;1779;2367;2367;1860;2398;2285;0
83940;17128;17329;12517;23720;14075;13763;342560;14310;14966;26801;17259;17259;4657;-656;15170;27837;17213;10699;18705;12062;14155;11251;1
20242;4573;6170;4193;4611;7745;7238;45730;2667;4182;6450;5026;5026;1937;-1515;3850;8011;3770;3163;3138;3922;3814;3554;1
87549;5125;24729;16736;35876;30232;31088;46590.90909;14081;1652;19614;18726;18726;6976;12429;13197;20802;17674;14068;17471;9458;9394;17200;0
58920;17505;14671;10648;22508;22074;21618;350100;8223;6859;9387;19871;19871;3973;1364;10262;18394;7756;9828;11241;9782;6005;8928;0
54644;12846;24015;17947;25928;13702;11871;107050;7722;10365;9519;17529;17529;2801;-2643;7908;13870;6938;8595;11636;7113;8774;5522;0
75467;19493;23592;19035;20097;22658;28199;324883.3333;14985;17621;17851;12817;12817;7144;-2636;14611;24991;15768;10589;11765;14713;14318;11410;1
56243;1497;22909;16574;24761;18412;16991;9980;6072;10787;9492;16231;16231;2878;-4715;10817;12865;7800;7564;11758;9582;9179;7974;0
24748;4792;9482;7318;7074;6601;4322;39933.33333;4339;2957;4602;6040;6040;1581;1382;3831;9567;4276;4037;6076;3770;3840;4653;1
44831;-4349;17470;13370;19335;14522;17111;38880;8159;4222;14565;12938;12938;3630;3937;5066;13865;6565;5983;8514;6254;6787;8819;0
57612;15240;25462;17661;22788;15111;12771;117230.7692;9391;8876;15773;10294;10294;3763;515;5910;21561;7353;10629;8762;9201;6748;7073;0
91517;-7679;28785;22977;36735;30114;19547;170775;12502;13174;26482;20631;20631;6965;-672;10101;33650;11031;15559;16724;10756;12544;10126;1
37749;6014;15164;11239;11418;12586;10468;40093.33333;5269;4746;12091;13110;13110;2850;523;5792;13989;6550;5473;8228;3885;6682;5821;1
8418;579;1922;1336;2866;1895;1317;9650;1060;1656;1381;1417;1417;785;-596;1596;2726;1230;1115;1346;1169;1503;1016;1
39546;-1496;9082;6134;10184;7479;14768;138942.8571;7185;7367;11014;13426;13426;3281;-182;7664;15077;6621;4597;7609;7898;5884;6415;1
62578;1493;21811;14942;26687;13363;22714;16588.88889;11711;5411;18063;18452;18452;4350;6300;7556;20618;7717;11893;15596;7677;9173;11439;0
61923;3228;19903;14719;28458;20494;13917;35866.66667;6559;12429;14560;19131;19131;4955;-5870;8459;15646;9360;7326;14709;11461;11673;10705;0
84586;-5036;30060;21399;38547;25655;30391;181054.5455;10443;17579;14111;28331;28331;4246;-7136;10357;24228;11454;16073;20294;13910;13264;9595;1
16279;-1094;5954;4041;5905;6036;3645;16708.33333;1748;1766;5253;4858;4858;1022;-18;2278;5700;2396;1983;3355;1797;1631;1662;1
32337;4458;14501;11237;10439;8590;7931;37150;3862;5433;7804;8390;8390;2899;-1571;6459;9652;5787;3937;7801;5832;4569;4968;1
25763;4293;5535;4423;9525;3935;6119;33023.07692;2841;1945;6240;5896;5896;2521;896;3111;7743;5384;4122;5863;3073;3884;5012;1
95714;19298;34280;27686;31876;19782;27310;241225;13969;17567;17730;16987;16987;5791;-3598;17692;30641;15505;14273;20800;18320;15637;16390;1
82616;6129;26900;18868;29374;15830;16429;43778.57143;8360;15649;13256;12664;12664;6646;-7289;10002;32254;10986;10792;13284;15306;9539;9196;1
74364;14089;31427;21869;29791;28161;20178;128081.8182;8225;10930;18866;21934;21934;7124;-2705;11409;18683;14481;11013;11428;9654;14645;13369;0
95959;12418;24783;19886;38824;16132;28196;155225;15320;19435;29347;27894;27894;8893;-4115;10435;29962;16738;16544;18773;18649;13421;12635;0
19476;72;5722;4139;6827;4432;6452;514.2857143;3186;2297;5679;6130;6130;1034;889;2395;7302;2952;3798;4850;2907;2717;3327;1
22615;21;8558;6858;9286;5989;6276;420;3458;2115;5421;4891;4891;2244;1343;4453;5153;3723;3935;3611;3116;2668;3669;0
8926;-7;1843;1231;4464;1560;2524;16807.14286;1550;868;2855;1554;1554;506;682;1249;2040;1173;1620;2136;981;940;1053;0
54364;10428;13268;9099;27010;15806;20896;104280;7748;7124;11541;12062;12062;3890;624;7466;11015;8873;8297;11359;5812;6771;5459;0
84485;-7901;26555;19403;24113;28840;23846;226125;16647;12661;21091;28381;28381;7123;3986;12134;30898;17340;12783;16846;14325;12853;14517;1
85070;4979;18550;13518;42969;19746;27943;71128.57143;10175;11120;22552;13461;13461;7813;-945;10749;20882;10470;12775;20357;11580;11195;11655;0
22801;2541;9507;7046;9512;4161;7817;31762.5;4300;4574;6808;6536;6536;1584;-274;3890;5482;3917;4285;5662;3996;3871;3293;0
51197;722;17761;14092;14175;12875;13841;12033.33333;7981;8525;8981;11291;11291;4846;-544;10000;19243;7779;5976;10183;10115;5751;7341;1
40688;-734;15709;10767;16053;11565;15750;38840;7644;7185;11067;11266;11266;3333;459;5777;11635;7223;6093;6493;7793;6638;7246;0
90653;-3205;27483;18367;25710;32772;28827;86042.85714;9417;20348;22724;24030;24030;4981;-10931;13404;32730;18809;15802;21009;15044;16078;10774;1
66030;-5692;22632;17729;28431;14756;13043;95660;8128;11999;11225;17865;17865;4693;-3871;10592;13693;13314;11174;14324;10491;12056;10548;1
27417;2846;8401;6439;10394;8739;5667;25872.72727;4107;1140;7537;6755;6755;1453;2967;3892;7645;5486;3187;4537;3546;2965;5371;1
62153;2326;23457;18566;20445;23071;20833;29075;10350;9987;20125;13531;13531;3554;363;11908;16959;12841;10958;9407;9942;10642;10597;1
7286;-651;1782;1213;2309;2361;2008;6260;1041;729;2057;1372;1372;518;312;1362;2588;1027;1090;1633;777;1009;1057;1
41356;2821;15690;10972;10929;10015;7561;56420;5143;8355;13547;6853;6853;3816;-3212;6962;15199;8266;8209;10329;8019;6374;6038;1
33726;7218;8408;6366;11444;11281;12599;65618.18182;6474;4035;9186;9393;9393;2604;2439;4824;11485;5973;5968;5380;4740;4051;4756;1
44382;8366;17280;13676;20502;10198;14979;139433.3333;8264;3728;12809;11961;11961;2324;4536;4897;11018;7965;6868;7554;6550;5217;8039;0
54241;2522;12816;9690;23266;15325;18617;22927.27273;8433;8155;9968;11973;11973;4413;278;10131;11926;8918;7575;8176;9449;9027;10321;0
65511;13234;17599;12562;17338;11311;22593;88226.66667;7363;6309;15448;22352;22352;5817;1054;10909;23524;13740;12850;12125;6930;10607;11228;1
71700;-6912;22888;18339;28764;15062;28243;170991.6667;13122;11129;11361;17399;17399;4706;1993;13733;17413;11790;9343;16561;10694;8400;7965;0
73634;12030;18785;14690;26402;15633;27040;80200;10349;10831;12603;16889;16889;4831;-482;10364;26375;10493;12806;12420;11901;8206;9276;1
85507;13564;18950;14332;25831;18714;26908;169550;15411;16302;26260;17890;17890;8174;-891;14856;29209;15611;14219;15433;14222;16216;14136;1
20838;1339;8131;5695;8462;3960;7370;26780;2761;2561;5054;3880;3880;1663;200;3917;5170;3289;2479;4078;3289;2750;3478;0
62480;5813;23633;18135;21954;17157;20566;38753.33333;6473;8351;13506;15681;15681;4552;-1878;8527;23845;8154;9582;10878;8613;9627;9889;1
90100;24689;29915;21047;44539;17073;21456;308612.5;15717;11816;28254;16954;16954;7816;3901;11145;20694;13722;12127;14969;15962;12258;16404;0
75747;12938;29250;20018;24825;14140;15218;161725;8570;10756;12551;21027;21027;4849;-2186;14637;24627;11658;9862;12662;12338;13552;15134;1
62715;8134;20013;14491;16128;20985;13010;162680;8046;11725;12387;20783;20783;4359;-3679;10556;24462;11569;8306;12722;11502;9024;8801;1
45349;3484;18416;14038;11314;16257;9878;23226.66667;4590;8196;8763;8960;8960;3725;-3606;8885;17335;7815;6481;7363;7674;7398;6876;1
61731;-2409;21607;15029;28276;11800;16948;136555.5556;11804;7401;12863;14690;14690;4248;4403;6725;18648;8082;9186;9727;9396;9407;11402;0
62272;3573;15391;10545;25732;13247;18871;25521.42857;8293;9823;17655;14081;14081;5001;-1530;8395;18687;9458;12323;13608;11531;9633;11341;0
25499;4100;9451;6592;6741;7243;8494;34166.66667;4634;4204;4743;5416;5416;1854;430;4948;9662;4148;4262;5971;2722;5090;3608;1
73166;-486;25003;18843;25567;14728;13696;110272.7273;12427;10580;19905;22122;22122;3930;1847;13528;21730;12341;8925;16404;8924;13906;12250;1
9530;511;2680;2004;3308;1603;1672;5677.777778;1406;1427;1701;2613;2613;601;-21;1499;3171;1552;1006;2144;1205;1392;1170;1
74048;15283;24210;16238;32904;21257;12539;101886.6667;8169;6424;20858;25098;25098;6350;1745;14175;16476;10493;7944;13142;12813;7572;13961;0
79116;22447;34513;27783;23292;24584;23482;204063.6364;11336;12474;18793;11960;11960;4939;-1138;11471;27802;16551;7936;19765;11616;13334;12476;1
82563;21469;25664;19878;32352;25279;20217;195172.7273;13664;7252;13039;28576;28576;5753;6412;12919;27251;10041;14013;14499;11787;11403;15938;0
88612;3454;18150;13938;37486;32943;21048;23026.66667;16211;16975;19223;21790;21790;5211;-764;12997;21242;16887;10790;17844;14531;11319;8875;0
8365;48;3311;2373;4112;1795;1990;436.3636364;933;1484;2098;1470;1470;471;-551;1145;1836;1272;1019;1399;1278;1485;1279;0
59171;-1988;20352;15695;27837;18539;22024;114391.6667;8709;8991;15592;9011;9011;4345;-282;6395;13017;11922;8980;10514;9100;5929;6038;1
15560;1549;4413;3394;4219;2516;3483;10326.66667;2762;2560;4964;3714;3714;1103;202;2555;5725;3061;2819;2717;2408;2599;2447;1
27651;-2076;6131;4338;12581;10585;4709;46316.66667;4420;4889;7779;5258;5258;1991;-469;5081;6366;3623;4226;6187;5366;4981;5458;1
61769;-2104;17461;11888;26538;12250;12379;186666.6667;7011;10083;17083;11292;11292;6086;-3072;8850;14306;12075;10097;10736;9711;11605;11233;1
64943;13283;16271;10973;20180;25851;20589;221383.3333;8893;6806;11737;21614;21614;6447;2087;12468;22935;9360;9815;11763;7778;10765;11737;1
60100;9351;16071;12558;22898;13016;21760;103900;10684;13304;18162;16606;16606;5240;-2620;11646;13688;11868;8567;9840;10087;9311;6094;0
80662;21983;16705;13005;37932;18749;29224;146553.3333;10205;15763;22372;16809;16809;4547;-5558;8729;17517;16484;15283;18393;13917;12621;10775;0
28900;4398;9696;7182;12868;7803;9567;29320;5583;7062;4448;8159;8159;2675;-1479;5415;6539;4078;3293;5568;4729;5761;3428;0
73280;14290;31712;23607;17350;24050;18315;178625;10937;15944;11155;15224;15224;6526;-5007;14149;27019;14762;11880;14740;13649;10616;8321;1
72707;15935;19536;13414;24970;23735;27096;144863.6364;9071;5994;18629;23131;23131;3957;3077;11637;26542;9558;10706;17467;8519;8326;10851;1
90300;10944;25151;19522;35584;29860;14552;136800;13809;10092;27650;30873;30873;8841;3717;11632;26209;16875;15019;19998;10151;14471;14530;0
83092;22616;31166;23145;30439;17695;20885;161542.8571;9222;6860;15425;16445;16445;7976;2362;13724;24592;14337;14569;16897;14502;8334;15976;1
63546;15980;16013;12815;23693;16522;24791;159800;6987;6359;17347;12245;12245;5548;628;7445;19622;12786;8889;11723;7243;8180;9064;1
72267;-2975;18294;13617;23972;17429;23455;172700;12154;11677;17405;20170;20170;5920;477;10404;27583;10308;10015;13259;11640;13906;13869;1
17876;-548;7240;5279;6533;4631;6028;38660;3524;2516;2794;4361;4361;1007;1008;2298;6800;2245;1881;3667;2281;3491;3256;1
78058;12551;25322;18881;27724;14068;13178;156887.5;9291;13102;17757;19597;19597;6701;-3811;13479;21357;15498;11763;13373;9830;12646;9374;1
66074;12731;24221;18021;20760;25163;19827;84873.33333;7759;3391;20176;15602;15602;4585;4368;9778;25317;10219;6897;10105;9378;6969;12956;1
87073;2109;17853;14071;26023;25234;16311;35150;12188;17087;28355;13483;13483;5738;-4899;16121;32811;12118;13098;18379;11229;16157;10299;1
28978;7575;11757;8980;12447;5919;5540;94687.5;4121;8138;4610;9426;9426;2572;-4017;5216;7438;3877;3985;6524;5532;5605;2999;0
60466;7020;25931;18992;23321;22808;20807;54000;11032;4921;13595;9335;9335;5193;6111;7897;20371;8877;7253;15060;8362;8153;11594;0
9885;-947;2637;1956;4307;3181;2583;9663.636364;1154;1160;3025;2556;2556;651;-6;1122;2443;2013;1890;2173;1578;1374;1792;1
87705;23865;34984;23916;32273;27744;26512;183576.9231;15213;12654;19098;20137;20137;4846;2559;9228;33411;12793;9517;18416;11926;10654;9926;1
24087;3278;5196;4135;8584;5179;7692;21853.33333;3748;3143;5704;5493;5493;1330;605;4003;7704;3796;4150;5979;3321;4607;4785;1
81986;11730;23652;17631;36039;12563;22013;130333.3333;12894;5849;23952;17790;17790;7404;7045;10910;21967;13070;13086;17919;8994;13198;16343;0
39473;3120;17383;11918;12541;10821;8370;39000;7032;3731;9074;13732;13732;2853;3301;5603;13553;7776;6800;7730;5888;5192;7349;1
16843;3573;4247;2990;5950;5909;5936;25521.42857;1952;2100;3332;5691;5691;1494;-148;1907;6274;2712;1955;2586;2352;2491;2743;1
42310;4339;18503;13098;17197;14812;10778;43390;8142;10016;6997;14247;14247;3326;-1874;5267;14244;5602;6507;6607;6684;7699;4367;0
92931;-2950;19762;15947;29079;31612;22016;338200;11304;15701;17002;21419;21419;4652;-4397;17252;35289;11311;14075;21003;11768;18552;14619;1
44986;-868;17864;12093;17064;10306;17310;96758.33333;4594;9563;8004;14038;14038;2358;-4969;6854;12662;8406;5713;7568;6500;7579;4516;1
65007;1967;16858;12491;22716;16102;21667;32783.33333;12536;14170;13470;21896;21896;5111;-1634;10725;20004;11562;11597;12007;11518;12390;9738;1
84669;-2796;29914;22578;26108;20123;20713;118950;12960;11847;13908;13377;13377;7052;1113;9713;32555;16293;13795;18282;13571;11914;13638;1
62062;12655;16107;12577;27310;12387;20079;84366.66667;6746;11905;13941;15760;15760;3695;-5159;11923;15323;7506;6478;12370;8174;11407;7676;0
35619;-2165;10721;8416;18407;11496;6559;41035.71429;5295;434;7887;9365;9365;2428;4861;4658;8245;4309;6027;5365;3624;3749;6939;0
36363;2258;9911;7340;15628;10240;10948;25088.88889;4604;2419;6335;9158;9158;1825;2185;4321;9558;6856;6794;7390;5009;3660;6250;0
8210;380;2269;1804;3585;1449;1717;2714.285714;876;1605;1569;2831;2831;758;-729;1204;1907;1514;1048;2025;1241;1192;828;0
60243;-2606;16351;12326;28515;18890;10652;119411.1111;8820;6359;16204;17437;17437;4624;2461;10991;13219;7518;6867;9061;9735;7432;10808;0
62715;3614;25729;17116;16082;10321;16151;40155.55556;11144;9284;15182;12621;12621;4935;1860;11974;23719;10940;10504;12906;8584;9760;9060;1
14663;-556;4475;3058;6759;4631;4604;28390;2033;3004;4193;4624;4624;1124;-971;1525;3952;2427;2246;2881;2387;2827;2210;1
67298;9939;22790;17501;24177;25338;13654;165650;10859;10808;10167;13431;13431;5310;51;11075;23571;8475;12396;15395;9658;12166;11016;1
34107;-323;8262;5891;10656;5347;9882;53373.33333;4761;6039;9904;10009;10009;1832;-1278;5757;11134;6560;4977;6874;5301;4799;4061;1
39510;-2352;17188;12188;18276;13151;7729;100885.7143;7733;5335;10988;12169;12169;2531;2398;4444;8589;8201;4308;6216;5693;4089;4447;0
66986;6066;18730;14677;26651;19564;24150;55145.45455;11054;9748;21018;16287;16287;4743;1306;10781;21116;8438;7912;12397;7638;10490;8380;0
9016;1469;2135;1704;3853;2581;3554;24483.33333;1424;1185;1475;1648;1648;644;239;1797;2082;1284;1766;1484;1116;1721;1652;0
32814;-1889;12483;8855;18112;8309;5160;113750;4636;7049;6063;11255;11255;2703;-2413;3309;7034;4359;3562;5411;5326;6213;4490;1
14102;-924;6042;4866;6570;2130;5342;25725;2714;2326;2558;3901;3901;1101;388;1788;4005;1739;2104;3018;1863;2074;1611;0
77145;21649;26344;21230;31061;17134;17027;216490;10917;11781;18019;13012;13012;7303;-864;12348;20750;12986;10483;16321;12232;8229;8680;0
99233;4749;31837;25328;27337;36197;20464;52766.66667;15695;16256;24759;20695;20695;8313;-561;13194;38437;20265;12552;17394;13463;13047;10254;1
21430;4862;4408;3058;6706;7594;6560;48620;3857;3373;4460;4245;4245;1687;484;3004;8327;3393;3824;3635;3128;4050;3805;1
62246;-576;21453;15335;22735;16031;10155;206485.7143;12329;11269;14611;11720;11720;4950;1060;6987;21806;10718;9812;14142;8180;9929;6840;1
9809;2789;4070;2958;4426;3402;1661;34862.5;1295;880;2846;2839;2839;783;415;1496;2494;1393;1004;1835;1125;1282;1527;0
65340;16530;27407;19049;25860;21172;18627;165300;6834;4383;12015;20276;20276;6176;2451;12009;19597;7874;10236;10840;9719;7481;12817;0
84214;22312;30516;23754;35218;30031;28283;446240;10912;13902;12873;18496;18496;4255;-2990;14792;17811;16393;8493;19130;11035;13967;11100;0
62387;3025;25971;19674;30537;9885;11530;21607.14286;12378;9014;19059;15033;15033;3908;3364;8726;13688;9436;9347;15097;7875;10032;8893;0
91661;26917;40271;29730;24306;35510;14822;207053.8462;17419;16671;19607;26684;26684;6117;748;14861;36217;16277;13573;15049;16936;10486;10751;1
47949;2480;13538;9155;19602;14486;16648;41333.33333;8966;7660;10180;9563;9563;2960;1306;8392;12108;7847;5659;9685;6780;5946;5066;0
84346;23232;34326;25315;31741;32290;24653;290400;14324;13641;13716;28635;28635;5697;683;16521;23226;12858;9666;20542;9979;15770;12108;1
72161;4006;21190;16419;24994;11724;26775;40060;12214;9123;21946;19254;19254;4316;3091;13719;24773;8675;11322;14241;9949;12899;13725;1
42643;-2998;8681;6965;21815;9789;11709;42426.66667;5991;9467;9856;8402;8402;3247;-3476;4778;10064;5986;7710;7518;6855;8281;5669;1
10175;-127;3033;2387;4526;4038;2364;15473.33333;1739;1475;2479;2211;2211;610;264;1564;2093;1992;1422;2164;1983;1242;1750;0
71045;19724;23518;17914;28901;14558;10813;246550;11486;11296;12292;17274;17274;5018;190;12782;14846;14516;12962;16451;9311;11436;9451;0
49693;7947;17016;13053;20327;9194;16421;52980;6617;7136;16294;9249;9249;2974;-519;6661;15500;7205;6875;11384;7038;7297;7199;0
12843;1003;3663;2864;4456;4307;4339;11144.44444;2237;2631;3642;4069;4069;727;-394;2492;3382;2513;2011;2150;2253;1666;1288;1
39499;-3314;9780;7344;9809;11609;15131;120400;4226;3867;7928;12800;12800;2338;359;7355;14575;7760;6783;6383;4421;4694;5248;1
70329;-2302;26206;20442;21606;25069;20537;110713.3333;13522;7797;11134;15019;15019;4668;5725;10609;24160;13954;11459;17084;8840;11788;12831;1
14780;4239;2973;2240;4656;5912;5315;84780;2131;1478;3981;2624;2624;1193;653;2163;5660;2301;1481;3517;2552;1869;2943;1
60206;10301;20877;13936;18630;21620;20929;147157.1429;9014;5348;18730;19350;19350;4670;3666;11365;19461;10750;11994;9171;7665;9054;11371;1
43940;9164;16917;13633;12269;8561;15623;183280;4816;3794;9023;11411;11411;3254;1022;7729;15616;8326;7895;8276;6221;4736;7163;1
66260;13035;17835;13196;28027;18358;25145;217250;6703;8762;15377;11322;11322;6256;-2059;12691;15390;10152;8472;12104;11664;8131;11033;0
